Seq_id	Size	Description
250	+	3222271	3224722	2451
252	+	0	2452	2452
282	-	3158935	3156483	2452
--------------------------------------------------------------------------------
Block #297
Seq_id	Strand	Start	End	Length
169	+	1571947	1572510	563
169	+	1958595	1959176	581
174	+	1501869	1502432	563
174	-	2275497	2274916	581
193	-	2141090	2140509	581
193	-	2529687	2529124	563
247	-	53303	52693	610
250	-	2664882	2664301	581
250	-	3477109	3476546	563
282	+	1841326	1841907	581
282	-	3422705	3422142	563
--------------------------------------------------------------------------------
Block #298
Seq_id	Strand	Start	End	Length
169	+	1572521	1591473	18952
174	+	1502443	1521395	18952
193	-	2529113	2510161	18952
247	-	52680	33728	18952
250	-	3476535	3457583	18952
282	-	3422131	3403179	18952
--------------------------------------------------------------------------------
Block #299
Seq_id	Strand	Start	End	Length
169	+	1591623	1592211	588
169	+	3551071	3551671	600
174	+	1521545	1522133	588
174	+	3418910	3419510	600
193	-	499751	499151	600
193	-	2510011	2509423	588
247	-	33482	32804	678
250	-	1132868	1132268	600
250	-	3457433	3456845	588
282	+	921048	921648	600
282	-	3403029	3402441	588
--------------------------------------------------------------------------------
Block #300
Seq_id	Strand	Start	End	Length
169	+	1592350	1595068	2718
174	+	1522272	1524990	2718
193	-	2509284	2506566	2718
247	-	32607	29889	2718
250	-	3456706	3453988	2718
282	-	3402302	3399584	2718
--------------------------------------------------------------------------------
Block #301
Seq_id	Strand	Start	End	Length
169	+	1598211	1624860	26649
174	+	1528133	1554783	26650
193	-	2503423	2474814	28609
247	-	26650	0	26650
250	-	3450845	3424188	26657
282	-	3396441	3369784	26657
--------------------------------------------------------------------------------
Block #302
Seq_id	Strand	Start	End	Length
169	+	1637347	1638551	1204
169	-	2605273	2604071	1202
174	+	1567270	1568474	1204
193	+	1496559	1497761	1202
193	-	2462335	2461131	1204
250	-	3411701	3410497	1204
282	+	2211524	2212726	1202
282	-	3357297	3356093	1204
308	-	11593	10379	1214
--------------------------------------------------------------------------------
Block #303
Seq_id	Strand	Start	End	Length
169	+	1638551	1642313	3762
174	+	1568474	1572236	3762
193	-	2461131	2457369	3762
250	-	3410497	3406735	3762
282	-	3356093	3352331	3762
308	-	10379	6617	3762
--------------------------------------------------------------------------------
Block #304
Seq_id	Strand	Start	End	Length
169	+	1642318	1645436	3118
169	+	3115578	3118518	2940
174	+	1572241	1575359	3118
174	+	2951596	2954536	2940
193	-	743948	741008	2940
193	-	2457364	2454246	3118
250	-	1603539	1600599	2940
250	-	3406730	3403612	3118
282	-	1534111	1531171	2940
282	-	3352326	3349208	3118
308	-	6609	3313	3296
--------------------------------------------------------------------------------
Block #305
Seq_id	Strand	Start	End	Length
169	+	1645436	1648749	3313
174	+	1575359	1578672	3313
193	-	2454246	2450933	3313
250	-	3403612	3400299	3313
282	-	3349208	3345895	3313
308	-	3313	0	3313
--------------------------------------------------------------------------------
Block #306
Seq_id	Strand	Start	End	Length
169	+	1649127	1678315	29188
174	+	1579050	1608238	29188
193	-	2450555	2421784	28771
250	-	3399921	3370733	29188
268	-	29170	0	29170
282	-	3345517	3316364	29153
--------------------------------------------------------------------------------
Block #307
Seq_id	Strand	Start	End	Length
169	+	1681780	1683725	1945
174	+	1611703	1613648	1945
193	-	2418319	2416374	1945
250	-	3367268	3365323	1945
282	-	3312899	3310954	1945
297	-	1945	0	1945
--------------------------------------------------------------------------------
Block #308
Seq_id	Strand	Start	End	Length
169	+	1712696	1713229	533
169	-	4084212	4083679	533
170	+	53858	54417	559
174	+	453593	454126	533
174	+	1642618	1643151	533
193	-	2387432	2386899	533
193	+	4612627	4613160	533
250	+	587884	588417	533
250	-	3336381	3335848	533
282	+	534390	534923	533
282	-	3282012	3281479	533
--------------------------------------------------------------------------------
Block #309
Seq_id	Strand	Start	End	Length
169	+	1713229	1714085	856
169	-	4083679	4082826	853
170	+	54417	55281	864
174	+	454126	454979	853
174	+	1643151	1644007	856
193	-	2386899	2386043	856
193	-	4028228	4027375	853
250	+	588417	589270	853
250	-	3335848	3334992	856
282	+	534923	535776	853
282	-	3281479	3280623	856
--------------------------------------------------------------------------------
Block #310
Seq_id	Strand	Start	End	Length
169	+	1719654	1725579	5925
174	-	2514498	2508573	5925
193	-	2380474	2374549	5925
201	-	6682	757	5925
250	-	3329423	3323498	5925
282	+	3050920	3056845	5925
--------------------------------------------------------------------------------
Block #311
Seq_id	Strand	Start	End	Length
169	+	1787879	1819150	31271
174	-	2446096	2414802	31294
193	-	2311318	2280068	31250
250	-	2940924	2909645	31279
282	-	2884282	2853018	31264
298	-	32059	795	31264
--------------------------------------------------------------------------------
Block #312
Seq_id	Strand	Start	End	Length
169	+	1819908	1820414	506
169	+	4317971	4318477	506
174	+	2414009	2414515	506
174	-	4126606	4126100	506
193	+	2279275	2279781	506
193	-	4251591	4251085	506
250	+	2849387	2849893	506
250	+	2908852	2909358	506
282	+	2852225	2852731	506
282	-	4451111	4450605	506
298	+	0	508	508
--------------------------------------------------------------------------------
Block #313
Seq_id	Strand	Start	End	Length
169	+	1881390	1883530	2140
174	-	2352563	2350423	2140
193	-	2222425	2220285	2140
250	-	2743032	2740892	2140
282	-	2790710	2788570	2140
303	-	2140	0	2140
--------------------------------------------------------------------------------
Block #314
Seq_id	Strand	Start	End	Length
169	+	1915099	1923181	8082
174	-	2318992	2310910	8082
193	-	2188541	2180489	8052
250	-	2709102	2701020	8082
282	-	2756731	2748649	8082
323	-	9875	1793	8082
--------------------------------------------------------------------------------
Block #315
Seq_id	Strand	Start	End	Length
169	+	1923181	1924974	1793
174	-	2310910	2309117	1793
193	-	2179166	2177373	1793
250	-	2701020	2699227	1793
282	-	2748649	2746856	1793
323	-	1793	0	1793
--------------------------------------------------------------------------------
Block #316
Seq_id	Strand	Start	End	Length
169	+	1926329	1929328	2999
174	-	2307762	2304763	2999
193	+	2172968	2175967	2999
250	+	2694823	2697822	2999
282	-	1811385	1808386	2999
284	+	0	2999	2999
--------------------------------------------------------------------------------
Block #317
Seq_id	Strand	Start	End	Length
169	+	1942773	1958506	15733
174	-	2291318	2275586	15732
193	-	2158850	2141179	17671
247	-	69154	53422	15732
250	-	2680703	2664971	15732
282	+	1825505	1841237	15732
--------------------------------------------------------------------------------
Block #318
Seq_id	Strand	Start	End	Length
169	+	1961282	2002740	41458
174	-	2272810	2231352	41458
193	-	2138403	2094986	43417
250	-	2662195	2620736	41459
257	-	41443	0	41443
282	+	1845757	1887416	41659
--------------------------------------------------------------------------------
Block #319
Seq_id	Strand	Start	End	Length
169	+	2003068	2014199	11131
174	-	2231024	2219885	11139
193	-	2094658	2083519	11139
246	-	11139	0	11139
250	-	2620408	2609269	11139
282	+	1887744	1898883	11139
--------------------------------------------------------------------------------
Block #320
Seq_id	Strand	Start	End	Length
169	+	2034662	2038438	3776
169	-	3619515	3616110	3405
174	-	2199423	2195646	3777
174	-	3487338	3483933	3405
193	+	429368	432773	3405
193	-	2062917	2059141	3776
250	+	1064414	1067819	3405
250	-	2588807	2585031	3776
251	+	8765	11920	3155
282	-	989483	986078	3405
282	+	1919339	1923115	3776
--------------------------------------------------------------------------------
Block #321
Seq_id	Strand	Start	End	Length
169	+	2038441	2044179	5738
174	-	2195643	2189909	5734
193	-	2059138	2053428	5710
250	-	2585028	2579282	5746
282	+	1923118	1928838	5720
327	-	5710	0	5710
--------------------------------------------------------------------------------
Block #322
Seq_id	Strand	Start	End	Length
169	+	2085060	2085817	757
169	-	3549566	3548809	757
174	-	2148974	2148217	757
174	-	3417405	3416648	757
193	+	501256	502013	757
193	-	2010580	2009823	757
243	+	1340	2107	767
250	+	1134373	1135130	757
250	-	2538382	2537625	757
282	-	919543	918786	757
282	+	1969755	1970512	757
--------------------------------------------------------------------------------
Block #323
Seq_id	Strand	Start	End	Length
169	+	2085817	2087331	1514
174	-	2148217	2146703	1514
193	-	2009823	2008309	1514
250	-	2537625	2536111	1514
282	+	1970512	1972026	1514
313	-	1514	0	1514
--------------------------------------------------------------------------------
Block #324
Seq_id	Strand	Start	End	Length
169	+	2158075	2158786	711
174	-	2071066	2070355	711
174	+	3178248	3178962	714
193	-	1240583	1239869	714
193	-	1933778	1933067	711
240	-	62975	62264	711
250	-	1376836	1376122	714
250	+	1953782	1954493	711
282	-	2672613	2671902	711
--------------------------------------------------------------------------------
Block #325
Seq_id	Strand	Start	End	Length
169	+	2158789	2220553	61764
174	-	2070352	2008595	61757
193	-	1933064	1868230	64834
240	-	62261	488	61773
250	+	1954496	2017984	63488
282	-	2671899	2606463	65436
--------------------------------------------------------------------------------
Block #326
Seq_id	Strand	Start	End	Length
169	+	2220944	2223316	2372
174	-	2008198	2005826	2372
193	-	1867863	1864604	3259
196	-	45815	43443	2372
250	+	2018363	2021737	3374
282	-	2606096	2602722	3374
--------------------------------------------------------------------------------
Block #327
Seq_id	Strand	Start	End	Length
169	+	2225445	2226409	964
174	-	2003697	2002733	964
179	-	120107	119143	964
193	-	1862475	1861511	964
250	+	2023866	2024830	964
282	-	2600593	2599629	964
--------------------------------------------------------------------------------
Block #328
Seq_id	Strand	Start	End	Length
169	+	2228689	2237525	8836
174	+	1861077	1869913	8836
193	+	1724416	1733252	8836
250	-	2161049	2152213	8836
282	+	2452454	2461290	8836
290	+	0	8911	8911
--------------------------------------------------------------------------------
Block #329
Seq_id	Strand	Start	End	Length
169	+	2238168	2246383	8215
174	+	1870556	1878771	8215
193	+	1733895	1742110	8215
250	-	2151570	2143355	8215
282	+	2461933	2470141	8208
290	+	9693	17908	8215
--------------------------------------------------------------------------------
Block #330
Seq_id	Strand	Start	End	Length
169	+	2247783	2282055	34272
174	+	1880171	1914441	34270
179	+	0	34253	34253
193	+	1743510	1777745	34235
250	-	2141955	2107702	34253
282	+	2471541	2505794	34253
--------------------------------------------------------------------------------
Block #331
Seq_id	Strand	Start	End	Length
169	+	2282765	2318423	35658
174	+	1915151	1950815	35664
179	+	34967	70514	35547
193	+	1778455	1813995	35540
250	-	2106992	2071451	35541
282	+	2506504	2542035	35531
--------------------------------------------------------------------------------
Block #332
Seq_id	Strand	Start	End	Length
169	+	2318423	2327415	8992
174	+	1952140	1961132	8992
179	+	70514	79506	8992
193	+	1813995	1822987	8992
250	-	2071451	2062459	8992
282	+	2542035	2551035	9000
--------------------------------------------------------------------------------
Block #333
Seq_id	Strand	Start	End	Length
169	+	2327415	2328277	862
179	+	79506	80368	862
193	+	1822987	1823849	862
250	-	2062459	2061597	862
282	+	2551035	2551897	862
--------------------------------------------------------------------------------
Block #334
Seq_id	Strand	Start	End	Length
169	+	2328927	2329909	982
174	+	1962333	1963315	982
179	+	81183	82165	982
250	-	2060947	2059984	963
282	+	2552547	2553547	1000
--------------------------------------------------------------------------------
Block #335
Seq_id	Strand	Start	End	Length
169	+	2331167	2331748	581
174	+	1964573	1965154	581
179	+	83423	84004	581
193	+	1825487	1826068	581
250	-	2058726	2058145	581
282	+	2563547	2564128	581
--------------------------------------------------------------------------------
Block #336
Seq_id	Strand	Start	End	Length
169	+	2331955	2332896	941
174	+	1965361	1966302	941
179	+	84211	85152	941
250	-	2057938	2056997	941
282	+	2564335	2565276	941
--------------------------------------------------------------------------------
Block #337
Seq_id	Strand	Start	End	Length
169	+	2333258	2334039	781
174	+	1966664	1967445	781
179	+	85152	85933	781
282	+	2565638	2566419	781
--------------------------------------------------------------------------------
Block #338
Seq_id	Strand	Start	End	Length
169	+	2334039	2335794	1755
174	+	1967445	1969200	1755
179	+	85933	87688	1755
193	+	1828252	1830007	1755
282	+	2566419	2568174	1755
--------------------------------------------------------------------------------
Block #339
Seq_id	Strand	Start	End	Length
169	+	2336606	2366710	30104
174	+	1970012	2000057	30045
179	+	87688	117791	30103
193	+	1830007	1860159	30152
250	-	2056242	2026182	30060
282	+	2568174	2598277	30103
--------------------------------------------------------------------------------
Block #340
Seq_id	Strand	Start	End	Length
169	+	2366710	2368043	1333
174	+	2001381	2002733	1352
179	+	117791	119143	1352
193	+	1860159	1861511	1352
250	-	2026182	2024830	1352
282	+	2598277	2599629	1352
--------------------------------------------------------------------------------
Block #341
Seq_id	Strand	Start	End	Length
169	+	2559636	2578279	18643
174	-	1668499	1649860	18639
193	-	1542213	1523562	18651
250	+	2353624	2372283	18659
282	-	2257214	2238555	18659
292	-	27818	9173	18645
--------------------------------------------------------------------------------
Block #342
Seq_id	Strand	Start	End	Length
169	+	2580544	2581348	804
169	-	3048365	3047573	792
169	+	3264680	3265511	831
169	-	3291985	3291145	840
174	-	2884385	2883593	792
174	+	3100669	3101500	831
174	-	3127973	3127133	840
193	+	811181	811974	793
193	+	1058480	1059320	840
193	-	1085784	1084953	831
193	-	1521289	1520485	804
250	+	1427115	1427955	840
250	-	1454419	1453588	831
250	+	1668775	1669567	792
282	+	1355756	1356596	840
282	-	1383060	1382229	831
282	+	1599364	1600156	792
292	-	6884	5999	885
--------------------------------------------------------------------------------
Block #343
Seq_id	Strand	Start	End	Length
169	+	2581379	2587197	5818
193	-	1520454	1514635	5819
282	-	2235426	2229600	5826
292	-	5818	0	5818
--------------------------------------------------------------------------------
Block #344
Seq_id	Strand	Start	End	Length
169	+	2587197	2588388	1191
169	-	4413769	4412596	1173
174	+	4427587	4428760	1173
189	-	17185	15979	1206
193	-	1514635	1513444	1191
193	+	3635471	3636644	1173
250	-	189674	188501	1173
282	-	192665	189533	3132
282	-	2229600	2228409	1191
--------------------------------------------------------------------------------
Block #345
Seq_id	Strand	Start	End	Length
169	+	2682085	2688898	6813
174	+	2517230	2524043	6813
193	-	1417791	1410972	6819
250	+	2375315	2382134	6819
282	-	2134712	2127893	6819
314	-	6813	0	6813
--------------------------------------------------------------------------------
Block #346
Seq_id	Strand	Start	End	Length
169	+	2692557	2698462	5905
174	+	2527702	2533607	5905
193	-	1407313	1401408	5905
250	+	2385793	2391698	5905
282	-	2124234	2118329	5905
324	-	5905	0	5905
--------------------------------------------------------------------------------
Block #347
Seq_id	Strand	Start	End	Length
169	+	2744563	2749458	4895
174	+	2579690	2584585	4895
193	-	1353382	1348487	4895
250	+	2437800	2442695	4895
282	-	2072295	2067400	4895
329	-	4895	0	4895
--------------------------------------------------------------------------------
Block #348
Seq_id	Strand	Start	End	Length
169	+	2749458	2750104	646
169	+	3851547	3852194	647
174	-	680539	679892	647
174	+	2584585	2585231	646
184	-	12250	11581	669
193	-	1348487	1347841	646
193	+	3422448	3423095	647
250	-	823221	822574	647
250	+	2442695	2443341	646
282	-	771676	771029	647
282	-	2067400	2066754	646
--------------------------------------------------------------------------------
Block #349
Seq_id	Strand	Start	End	Length
169	+	2750104	2766028	15924
174	+	2585231	2601298	16067
193	-	1347841	1331795	16046
250	+	2443341	2459409	16068
282	-	2066754	2050687	16067
301	-	15924	0	15924
--------------------------------------------------------------------------------
Block #350
Seq_id	Strand	Start	End	Length
169	+	2766028	2767426	1398
169	+	3834508	3835974	1466
174	-	697578	696112	1466
174	+	2601298	2602696	1398
193	-	1331795	1330397	1398
193	+	3403449	3404915	1466
216	-	5433	3776	1657
250	-	840972	839505	1467
250	+	2459409	2460807	1398
282	-	789372	787906	1466
282	-	2050687	2049289	1398
--------------------------------------------------------------------------------
Block #351
Seq_id	Strand	Start	End	Length
169	+	2767431	2771202	3771
174	+	2602701	2606472	3771
193	-	1330392	1326621	3771
216	-	3771	0	3771
250	+	2460812	2464583	3771
282	-	2049284	2045513	3771
--------------------------------------------------------------------------------
Block #352
Seq_id	Strand	Start	End	Length
169	+	2771217	2772070	853
169	+	3839650	3840529	879
174	-	692436	691557	879
174	+	2606487	2607340	853
184	-	24646	23540	1106
193	-	1326606	1325753	853
193	+	3408591	3409470	879
250	-	835118	834239	879
250	+	2464598	2465451	853
282	-	783519	782640	879
282	-	2045498	2044645	853
--------------------------------------------------------------------------------
Block #353
Seq_id	Strand	Start	End	Length
169	+	2772256	2777066	4810
174	+	2607526	2612336	4810
177	-	39382	34572	4810
193	-	1325567	1320757	4810
250	+	2465637	2470447	4810
282	-	2044459	2039649	4810
--------------------------------------------------------------------------------
Block #354
Seq_id	Strand	Start	End	Length
169	+	2777066	2777660	594
169	-	4326208	4325598	610
174	+	2612336	2612930	594
174	+	4118369	4118979	610
177	-	34572	33955	617
193	-	1320757	1320163	594
193	+	4243362	4243972	610
250	+	2470447	2471041	594
250	-	2857624	2857014	610
282	-	2039649	2039055	594
282	+	4442874	4443484	610
--------------------------------------------------------------------------------
Block #355
Seq_id	Strand	Start	End	Length
169	+	2777664	2780327	2663
174	+	2612934	2615597	2663
177	-	33951	31288	2663
193	-	1320159	1317495	2664
250	+	2471045	2473708	2663
282	-	2039051	2036388	2663
--------------------------------------------------------------------------------
Block #356
Seq_id	Strand	Start	End	Length
169	+	2781050	2811427	30377
174	+	2616320	2646712	30392
177	-	30543	0	30543
193	-	1316772	1284444	32328
250	+	2474431	2504808	30377
282	-	2035665	2005288	30377
--------------------------------------------------------------------------------
Block #357
Seq_id	Strand	Start	End	Length
169	+	2811427	2812198	771
169	-	2912587	2911795	792
174	+	2646712	2647483	771
174	-	2747938	2747146	792
193	+	948910	949702	792
193	-	1284444	1283673	771
250	+	1809551	1810343	792
250	+	2504808	2505579	771
254	+	38979	39796	817
282	+	1736993	1737785	792
282	-	2005288	2004517	771
--------------------------------------------------------------------------------
Block #358
Seq_id	Strand	Start	End	Length
169	+	2828729	2838030	9301
174	+	2664032	2673333	9301
193	-	1267145	1257845	9300
237	-	9300	0	9300
250	+	2522128	2531424	9296
282	-	1986009	1976713	9296
--------------------------------------------------------------------------------
Block #359
Seq_id	Strand	Start	End	Length
169	+	2840090	2841304	1214
174	+	2675393	2676607	1214
193	-	1255797	1254571	1226
250	+	2533472	2534698	1226
266	-	1214	0	1214
282	-	1974665	1973439	1226
--------------------------------------------------------------------------------
Block #360
Seq_id	Strand	Start	End	Length
169	+	2842669	2870427	27758
174	+	2677972	2705776	27804
181	-	27804	0	27804
193	-	1018890	991085	27805
250	-	1879517	1851713	27804
282	-	1806959	1779155	27804
--------------------------------------------------------------------------------
Block #361
Seq_id	Strand	Start	End	Length
169	+	2871821	2880879	9058
174	+	2707170	2716229	9059
193	-	989691	980627	9064
250	-	1850319	1841260	9059
254	-	79144	70085	9059
282	-	1777761	1768702	9059
--------------------------------------------------------------------------------
Block #362
Seq_id	Strand	Start	End	Length
169	+	2882090	2893702	11612
174	+	2717440	2729052	11612
193	-	979416	967804	11612
250	-	1840049	1828437	11612
254	-	68624	57012	11612
282	-	1767491	1755879	11612
--------------------------------------------------------------------------------
Block #363
Seq_id	Strand	Start	End	Length
169	+	2893702	2894586	884
169	+	2894679	2895560	881
174	+	2729052	2729936	884
174	+	2730029	2730910	881
193	-	966827	965946	881
193	-	967804	966920	884
250	-	1827460	1826579	881
250	-	1828437	1827553	884
254	-	57012	56111	901
282	-	1754902	1754021	881
282	-	1755879	1754995	884
--------------------------------------------------------------------------------
Block #364
Seq_id	Strand	Start	End	Length
169	+	2895570	2911795	16225
174	+	2730920	2747146	16226
193	-	965936	949702	16234
250	-	1826569	1810343	16226
254	-	56022	39796	16226
282	-	1754011	1737785	16226
--------------------------------------------------------------------------------
Block #365
Seq_id	Strand	Start	End	Length
169	+	2912587	2951566	38979
174	+	2747938	2787628	39690
193	-	948910	909931	38979
250	-	1809551	1770572	38979
254	-	38979	0	38979
282	-	1736993	1696067	40926
--------------------------------------------------------------------------------
Block #366
Seq_id	Strand	Start	End	Length
169	+	2962799	2964388	1589
174	+	2798860	2800449	1589
187	-	1589	0	1589
193	-	898699	897110	1589
250	-	1759340	1757751	1589
282	-	1684835	1683246	1589
--------------------------------------------------------------------------------
Block #367
Seq_id	Strand	Start	End	Length
169	+	2964692	2974586	9894
174	+	2800753	2810647	9894
193	-	896806	886912	9894
250	-	1757447	1747553	9894
280	-	9894	0	9894
282	-	1682942	1673048	9894
--------------------------------------------------------------------------------
Block #368
Seq_id	Strand	Start	End	Length
169	+	2974633	2975927	1294
169	+	2978004	2979427	1423
169	+	3696282	3697705	1423
169	+	3701309	3702681	1372
174	+	2810694	2811988	1294
174	+	2814065	2815488	1423
174	+	3564108	3565531	1423
174	+	3569185	3570557	1372
193	-	344938	343566	1372
193	-	349955	348532	1423
193	-	883494	882071	1423
193	-	886865	885571	1294
250	-	987651	986228	1423
250	-	1739118	1737746	1372
250	-	1744135	1742712	1423
250	-	1747506	1746212	1294
282	+	1068204	1069627	1423
282	+	1073202	1074574	1372
282	-	1669630	1668207	1423
282	-	1673001	1671707	1294
328	-	5122	3467	1655
--------------------------------------------------------------------------------
Block #369
Seq_id	Strand	Start	End	Length
169	+	2976402	2977904	1502
169	+	3694702	3696173	1471
174	+	2812463	2813965	1502
174	+	3562528	3563999	1471
193	-	351535	350064	1471
193	-	885096	883594	1502
250	-	989231	987760	1471
250	-	1745737	1744235	1502
267	-	1765	71	1694
282	+	1066624	1068095	1471
282	-	1671232	1669730	1502
--------------------------------------------------------------------------------
Block #370
Seq_id	Strand	Start	End	Length
169	+	2980140	2982109	1969
169	+	3703393	3705362	1969
174	+	2816201	2818170	1969
174	+	3571269	3573238	1969
193	-	342854	340885	1969
193	-	881358	879389	1969
250	-	985515	983546	1969
250	-	1737034	1735065	1969
282	+	1075286	1077255	1969
282	-	1667494	1665525	1969
328	-	2737	768	1969
--------------------------------------------------------------------------------
Block #371
Seq_id	Strand	Start	End	Length
169	+	2983912	2991124	7212
169	+	3707168	3714410	7242
174	+	2819976	2827188	7212
174	+	3575044	3582287	7243
193	-	339079	331837	7242
193	-	877583	870365	7218
250	-	981740	974522	7218
250	-	1733259	1726017	7242
265	-	41667	34280	7387
282	+	1079061	1086303	7242
282	-	1663719	1656501	7218
--------------------------------------------------------------------------------
Block #372
Seq_id	Strand	Start	End	Length
169	+	2991839	3001245	9406
174	+	2827903	2837309	9406
193	-	867691	858285	9406
250	-	1725302	1715896	9406
265	-	33529	24045	9484
282	-	1655786	1646380	9406
--------------------------------------------------------------------------------
Block #373
Seq_id	Strand	Start	End	Length
169	+	3001245	3001980	735
174	+	2837309	2838044	735
193	-	858285	857550	735
250	+	396485	397220	735
250	-	1715896	1715161	735
265	-	24045	23310	735
282	-	1646380	1645645	735
--------------------------------------------------------------------------------
Block #374
Seq_id	Strand	Start	End	Length
169	+	3002008	3025289	23281
174	+	2838072	2861354	23282
193	-	857522	834240	23282
250	-	1715133	1691851	23282
265	-	23282	0	23282
282	-	1645617	1622404	23213
--------------------------------------------------------------------------------
Block #375
Seq_id	Strand	Start	End	Length
169	+	3028230	3047303	19073
174	+	2864295	2883323	19028
193	-	831299	812244	19055
250	-	1688910	1669837	19073
282	-	1619463	1600426	19037
315	-	19037	0	19037
--------------------------------------------------------------------------------
Block #376
Seq_id	Strand	Start	End	Length
169	+	3048601	3092953	44352
174	+	2884621	2928955	44334
193	-	810945	764576	46369
250	-	1668539	1624202	44337
282	-	1599128	1554782	44346
311	-	61941	17588	44353
--------------------------------------------------------------------------------
Block #377
Seq_id	Strand	Start	End	Length
169	+	3094915	3112503	17588
174	+	2930917	2948521	17604
193	-	764576	747023	17553
250	-	1624202	1606614	17588
282	-	1554782	1537186	17596
311	-	17588	0	17588
--------------------------------------------------------------------------------
Block #378
Seq_id	Strand	Start	End	Length
169	+	3113832	3115570	1738
174	+	2949850	2951588	1738
193	-	745694	743956	1738
250	-	1605285	1603547	1738
282	-	1535857	1534119	1738
309	-	1738	0	1738
--------------------------------------------------------------------------------
Block #379
Seq_id	Strand	Start	End	Length
169	+	3118518	3144528	26010
174	+	2954536	2980545	26009
193	-	741008	714998	26010
250	-	1600599	1574589	26010
282	-	1531171	1505161	26010
307	-	26010	0	26010
--------------------------------------------------------------------------------
Block #380
Seq_id	Strand	Start	End	Length
169	+	3145268	3162231	16963
174	+	2981285	2998247	16962
193	-	714258	697295	16963
230	-	16963	0	16963
250	-	1573849	1556885	16964
282	-	1502462	1485499	16963
--------------------------------------------------------------------------------
Block #381
Seq_id	Strand	Start	End	Length
169	+	3163478	3188097	24619
174	+	2999494	3024113	24619
193	-	1190348	1165733	24615
217	-	24619	0	24619
250	-	1555638	1531019	24619
282	-	1484252	1459633	24619
--------------------------------------------------------------------------------
Block #382
Seq_id	Strand	Start	End	Length
169	+	3188326	3199529	11203
174	+	3024342	3035537	11195
180	-	38626	27423	11203
193	-	1165504	1154301	11203
250	-	1530790	1519587	11203
282	-	1459404	1448193	11211
--------------------------------------------------------------------------------
Block #383
Seq_id	Strand	Start	End	Length
169	+	3199529	3226934	27405
174	+	3035537	3062943	27406
180	-	27423	0	27423
193	-	1152834	1125450	27384
250	-	1519587	1492166	27421
282	-	1448193	1420772	27421
--------------------------------------------------------------------------------
Block #384
Seq_id	Strand	Start	End	Length
169	+	3232364	3263678	31314
174	+	3068374	3099667	31293
193	-	1120019	1086767	33252
250	-	1486735	1455421	31314
282	-	1415341	1384062	31279
302	-	31314	0	31314
--------------------------------------------------------------------------------
Block #385
Seq_id	Strand	Start	End	Length
169	+	3265752	3276006	10254
174	+	3101741	3111994	10253
193	-	1084712	1074459	10253
250	-	1453347	1443094	10253
282	-	1381988	1371735	10253
300	-	10253	0	10253
--------------------------------------------------------------------------------
Block #386
Seq_id	Strand	Start	End	Length
169	+	3276966	3284758	7792
174	+	3112954	3120746	7792
193	-	1073499	1065707	7792
250	-	1442134	1434342	7792
282	-	1370775	1362983	7792
296	-	7792	0	7792
--------------------------------------------------------------------------------
Block #387
Seq_id	Strand	Start	End	Length
169	+	3284899	3291049	6150
174	+	3120887	3127037	6150
190	-	6150	0	6150
193	-	1065566	1059416	6150
250	-	1434201	1428051	6150
282	-	1362842	1356692	6150
--------------------------------------------------------------------------------
Block #388
Seq_id	Strand	Start	End	Length
169	+	3292230	3300098	7868
174	+	3128218	3136068	7850
193	-	1058235	1048432	9803
250	-	1426870	1419008	7862
282	-	1355511	1347649	7862
291	-	7863	0	7863
--------------------------------------------------------------------------------
Block #389
Seq_id	Strand	Start	End	Length
169	+	3300293	3326031	25738
174	+	3136263	3161924	25661
193	-	1048237	1022597	25640
250	-	1418813	1393166	25647
282	-	1347454	1321849	25605
289	-	25612	0	25612
--------------------------------------------------------------------------------
Block #390
Seq_id	Strand	Start	End	Length
169	+	3326825	3336098	9273
174	+	3195893	3205147	9254
193	-	1222938	1213664	9274
250	-	1359191	1349917	9274
281	-	9273	0	9273
282	-	1309981	1300708	9273
--------------------------------------------------------------------------------
Block #391
Seq_id	Strand	Start	End	Length
169	+	3336761	3356677	19916
174	+	3205810	3225726	19916
193	-	1213001	1193102	19899
250	-	1349254	1329304	19950
278	-	52598	32671	19927
282	-	1300045	1280107	19938
--------------------------------------------------------------------------------
Block #392
Seq_id	Strand	Start	End	Length
169	+	3357611	3389210	31599
174	+	3226660	3258258	31598
193	-	693950	662351	31599
250	-	1326411	1294812	31599
278	-	31599	0	31599
282	-	1277214	1245615	31599
--------------------------------------------------------------------------------
Block #393
Seq_id	Strand	Start	End	Length
169	+	3390651	3395265	4614
174	+	3259699	3264314	4615
193	-	660910	656295	4615
250	-	1293371	1288756	4615
274	-	6488	1871	4617
282	-	1244174	1239559	4615
--------------------------------------------------------------------------------
Block #394
Seq_id	Strand	Start	End	Length
169	+	3395295	3396286	991
174	+	3264344	3265335	991
193	-	656265	655274	991
250	+	386089	387138	1049
250	-	1288726	1287735	991
274	-	1841	850	991
282	-	1239529	1238538	991
--------------------------------------------------------------------------------
Block #395
Seq_id	Strand	Start	End	Length
169	+	3396286	3397136	850
174	+	3265335	3266185	850
193	-	655274	654424	850
250	-	1287735	1286885	850
274	-	850	0	850
282	-	1238538	1237688	850
--------------------------------------------------------------------------------
Block #396
Seq_id	Strand	Start	End	Length
169	+	3397962	3400397	2435
174	+	3267011	3269446	2435
193	-	653598	651163	2435
249	-	2435	0	2435
250	-	1286059	1283624	2435
